application_id,customer_id,region,loan_amount,loan_term_months,scoring_score,scoring_risk_level,document_type,document_status,decision_status,submitted_at
loan_0040030,cust_049919,DE-HH,76534,48,640,low,passport,verified,rejected,2025-05-31T01:25:03Z
loan_0040030,cust_049919,DE-HH,76534,48,640,low,income_statement,verified,rejected,2025-05-31T01:25:03Z
loan_0000022,cust_022263,DE-HE,77520,48,541,high,utility_bill,rejected,rejected,2025-05-02T08:23:12Z
loan_0000022,cust_022263,DE-HE,77520,48,541,high,utility_bill,verified,rejected,2025-05-02T08:23:12Z
loan_0040031,cust_043307,DE-BE,55548,54,491,medium,utility_bill,rejected,rejected,2025-05-19T07:46:07Z
loan_0040031,cust_043307,DE-BE,55548,54,491,medium,employment_contract,pending,rejected,2025-05-19T07:46:07Z
loan_0000023,cust_034144,DE-SN,25346,18,434,high,utility_bill,pending,approved,2025-05-10T10:57:11Z
loan_0000023,cust_034144,DE-SN,25346,18,434,high,passport,rejected,approved,2025-05-10T10:57:11Z
loan_0000024,cust_009037,DE-NW,94931,54,604,low,utility_bill,verified,approved,2025-05-29T17:59:07Z
loan_0000024,cust_009037,DE-NW,94931,54,604,low,employment_contract,rejected,approved,2025-05-29T17:59:07Z
loan_0000025,cust_054863,DE-HH,48338,12,330,low,passport,rejected,approved,2025-05-23T21:34:27Z
loan_0000025,cust_054863,DE-HH,48338,12,330,low,income_statement,verified,approved,2025-05-23T21:34:27Z
loan_0000026,cust_044220,DE-RP,85046,60,849,high,passport,verified,approved,2025-05-26T15:01:04Z
loan_0000026,cust_044220,DE-RP,85046,60,849,high,passport,verified,approved,2025-05-26T15:01:04Z
loan_0000027,cust_053318,DE-HH,44750,18,695,medium,passport,rejected,manual_review,2025-05-29T11:13:38Z
loan_0000027,cust_053318,DE-HH,44750,18,695,medium,employment_contract,pending,manual_review,2025-05-29T11:13:38Z
loan_0000028,cust_010954,DE-HE,17384,42,452,medium,utility_bill,verified,rejected,2025-05-05T17:05:11Z
loan_0000028,cust_010954,DE-HE,17384,42,452,medium,income_statement,verified,rejected,2025-05-05T17:05:11Z
loan_0000029,cust_087079,DE-RP,5022,18,352,high,utility_bill,verified,manual_review,2025-05-01T19:25:51Z
loan_0000029,cust_087079,DE-RP,5022,18,352,high,utility_bill,rejected,manual_review,2025-05-01T19:25:51Z
loan_0000030,cust_021452,DE-NW,65581,48,726,medium,passport,verified,approved,2025-05-19T01:56:41Z
loan_0000030,cust_021452,DE-NW,65581,48,726,medium,income_statement,pending,approved,2025-05-19T01:56:41Z
loan_0000031,cust_062038,DE-NW,29847,36,744,medium,income_statement,rejected,rejected,2025-05-19T03:34:44Z
loan_0000031,cust_062038,DE-NW,29847,36,744,medium,utility_bill,pending,rejected,2025-05-19T03:34:44Z
loan_0000032,cust_096799,DE-BW,84644,54,410,medium,income_statement,rejected,manual_review,2025-05-07T03:26:01Z
loan_0000032,cust_096799,DE-BW,84644,54,410,medium,utility_bill,rejected,manual_review,2025-05-07T03:26:01Z
loan_0000033,cust_097625,DE-BW,56736,60,562,low,employment_contract,verified,rejected,2025-05-30T01:14:58Z
loan_0000033,cust_097625,DE-BW,56736,60,562,low,utility_bill,rejected,rejected,2025-05-30T01:14:58Z
loan_0000034,cust_050126,DE-SN,49026,54,695,high,utility_bill,pending,manual_review,2025-05-06T23:18:51Z
loan_0000034,cust_050126,DE-SN,49026,54,695,high,employment_contract,pending,manual_review,2025-05-06T23:18:51Z
loan_0000035,cust_078584,DE-BW,92414,48,733,low,employment_contract,pending,rejected,2025-05-04T19:52:02Z
loan_0000035,cust_078584,DE-BW,92414,48,733,low,employment_contract,rejected,rejected,2025-05-04T19:52:02Z
loan_0040032,cust_082500,DE-BW,87522,18,554,low,utility_bill,rejected,approved,2025-05-18T01:41:44Z
loan_0040032,cust_082500,DE-BW,87522,18,554,low,utility_bill,rejected,approved,2025-05-18T01:41:44Z
loan_0000036,cust_022696,DE-BE,73842,18,328,low,income_statement,verified,approved,2025-05-15T00:20:17Z
loan_0000036,cust_022696,DE-BE,73842,18,328,low,income_statement,pending,approved,2025-05-15T00:20:17Z
loan_0040033,cust_078035,DE-SN,98241,30,394,medium,income_statement,rejected,manual_review,2025-05-20T07:29:36Z
loan_0040033,cust_078035,DE-SN,98241,30,394,medium,employment_contract,pending,manual_review,2025-05-20T07:29:36Z
loan_0000037,cust_042581,DE-BY,65681,6,388,high,utility_bill,pending,manual_review,2025-05-13T10:25:10Z
loan_0000037,cust_042581,DE-BY,65681,6,388,high,passport,pending,manual_review,2025-05-13T10:25:10Z
loan_0040034,cust_058581,DE-NW,88193,48,683,high,income_statement,pending,approved,2025-05-21T15:25:37Z
loan_0040034,cust_058581,DE-NW,88193,48,683,high,income_statement,rejected,approved,2025-05-21T15:25:37Z
loan_0000038,cust_030862,DE-BE,95309,36,406,medium,income_statement,verified,manual_review,2025-05-21T18:12:24Z
loan_0000038,cust_030862,DE-BE,95309,36,406,medium,utility_bill,rejected,manual_review,2025-05-21T18:12:24Z
loan_0040035,cust_085711,DE-RP,79472,48,450,high,employment_contract,rejected,approved,2025-05-23T20:57:51Z
loan_0040035,cust_085711,DE-RP,79472,48,450,high,utility_bill,pending,approved,2025-05-23T20:57:51Z
loan_0000039,cust_077358,DE-HH,41308,18,529,high,passport,verified,manual_review,2025-05-26T02:29:20Z
loan_0000039,cust_077358,DE-HH,41308,18,529,high,utility_bill,rejected,manual_review,2025-05-26T02:29:20Z
loan_0040036,cust_026541,DE-HH,31784,6,445,low,passport,pending,rejected,2025-05-01T15:20:03Z
loan_0040036,cust_026541,DE-HH,31784,6,445,low,employment_contract,verified,rejected,2025-05-01T15:20:03Z
loan_0000040,cust_036750,DE-RP,60944,54,315,high,passport,pending,rejected,2025-05-10T12:07:54Z
loan_0000040,cust_036750,DE-RP,60944,54,315,high,utility_bill,pending,rejected,2025-05-10T12:07:54Z
loan_0000041,cust_067451,DE-BW,84741,18,643,high,income_statement,rejected,approved,2025-05-12T08:01:43Z
loan_0000041,cust_067451,DE-BW,84741,18,643,high,employment_contract,pending,approved,2025-05-12T08:01:43Z
loan_0040037,cust_017162,DE-HH,11086,12,781,high,income_statement,verified,rejected,2025-05-04T20:11:52Z
loan_0040037,cust_017162,DE-HH,11086,12,781,high,employment_contract,rejected,rejected,2025-05-04T20:11:52Z
loan_0000042,cust_081077,DE-BE,21469,6,696,medium,passport,verified,manual_review,2025-05-28T01:02:40Z
loan_0000042,cust_081077,DE-BE,21469,6,696,medium,employment_contract,verified,manual_review,2025-05-28T01:02:40Z
loan_0040038,cust_034480,DE-RP,58826,12,567,medium,income_statement,rejected,manual_review,2025-05-26T05:05:15Z
loan_0040038,cust_034480,DE-RP,58826,12,567,medium,utility_bill,rejected,manual_review,2025-05-26T05:05:15Z
loan_0000043,cust_078343,DE-HH,79551,12,610,high,utility_bill,rejected,rejected,2025-05-19T08:58:32Z
loan_0000043,cust_078343,DE-HH,79551,12,610,high,utility_bill,verified,rejected,2025-05-19T08:58:32Z
loan_0040039,cust_067665,DE-NW,24194,30,691,low,passport,rejected,manual_review,2025-05-04T14:59:18Z
loan_0040039,cust_067665,DE-NW,24194,30,691,low,utility_bill,rejected,manual_review,2025-05-04T14:59:18Z
loan_0000044,cust_093720,DE-SN,80653,42,840,medium,passport,pending,approved,2025-05-12T23:23:06Z
loan_0000044,cust_093720,DE-SN,80653,42,840,medium,passport,verified,approved,2025-05-12T23:23:06Z
loan_0000045,cust_011989,DE-RP,95320,60,643,medium,utility_bill,verified,approved,2025-05-03T14:55:20Z
loan_0000045,cust_011989,DE-RP,95320,60,643,medium,income_statement,rejected,approved,2025-05-03T14:55:20Z
loan_0000046,cust_067118,DE-BE,99868,42,509,low,utility_bill,rejected,rejected,2025-05-26T00:54:45Z
loan_0000046,cust_067118,DE-BE,99868,42,509,low,employment_contract,verified,rejected,2025-05-26T00:54:45Z
loan_0000047,cust_067128,DE-HE,39488,54,399,medium,passport,pending,manual_review,2025-05-12T03:07:08Z
loan_0000047,cust_067128,DE-HE,39488,54,399,medium,passport,verified,manual_review,2025-05-12T03:07:08Z
loan_0000048,cust_067005,DE-BW,87255,18,326,medium,employment_contract,verified,rejected,2025-05-04T09:31:31Z
loan_0000048,cust_067005,DE-BW,87255,18,326,medium,utility_bill,pending,rejected,2025-05-04T09:31:31Z
loan_0000049,cust_051463,DE-BY,73614,42,759,low,utility_bill,verified,rejected,2025-05-17T10:21:34Z
loan_0000049,cust_051463,DE-BY,73614,42,759,low,passport,pending,rejected,2025-05-17T10:21:34Z
loan_0000050,cust_008314,DE-HE,12903,48,467,medium,employment_contract,verified,rejected,2025-05-05T04:27:10Z
loan_0000050,cust_008314,DE-HE,12903,48,467,medium,income_statement,pending,rejected,2025-05-05T04:27:10Z
loan_0000051,cust_082360,DE-NW,54652,12,302,high,passport,rejected,manual_review,2025-05-25T16:47:37Z
loan_0000051,cust_082360,DE-NW,54652,12,302,high,passport,verified,manual_review,2025-05-25T16:47:37Z
loan_0000052,cust_028352,DE-RP,6495,36,569,high,passport,pending,rejected,2025-05-04T02:11:46Z
loan_0000052,cust_028352,DE-RP,6495,36,569,high,utility_bill,rejected,rejected,2025-05-04T02:11:46Z
loan_0000053,cust_064685,DE-BE,13135,18,700,medium,income_statement,rejected,manual_review,2025-05-03T16:59:31Z
loan_0000053,cust_064685,DE-BE,13135,18,700,medium,utility_bill,rejected,manual_review,2025-05-03T16:59:31Z
loan_0000054,cust_080282,DE-SN,31784,18,389,medium,utility_bill,pending,rejected,2025-05-03T00:38:55Z
loan_0000054,cust_080282,DE-SN,31784,18,389,medium,utility_bill,verified,rejected,2025-05-03T00:38:55Z
loan_0000055,cust_010863,DE-BE,69488,48,813,high,income_statement,rejected,rejected,2025-05-22T00:30:01Z
loan_0000055,cust_010863,DE-BE,69488,48,813,high,income_statement,rejected,rejected,2025-05-22T00:30:01Z
loan_0000056,cust_015043,DE-SN,5844,12,803,medium,passport,rejected,approved,2025-05-18T09:48:37Z
loan_0000056,cust_015043,DE-SN,5844,12,803,medium,income_statement,rejected,approved,2025-05-18T09:48:37Z
loan_0000057,cust_040753,DE-HH,85732,18,358,low,utility_bill,pending,approved,2025-05-03T00:56:33Z
loan_0000057,cust_040753,DE-HH,85732,18,358,low,income_statement,verified,approved,2025-05-03T00:56:33Z
loan_0000058,cust_091958,DE-RP,12447,54,396,low,passport,pending,rejected,2025-05-29T04:41:02Z
loan_0000058,cust_091958,DE-RP,12447,54,396,low,employment_contract,pending,rejected,2025-05-29T04:41:02Z
loan_0000059,cust_035202,DE-BY,86325,24,814,medium,income_statement,verified,manual_review,2025-05-04T01:37:14Z
loan_0000059,cust_035202,DE-BY,86325,24,814,medium,passport,verified,manual_review,2025-05-04T01:37:14Z
loan_0000060,cust_006058,DE-BY,72717,60,496,medium,passport,rejected,manual_review,2025-05-02T19:29:32Z
loan_0000060,cust_006058,DE-BY,72717,60,496,medium,employment_contract,pending,manual_review,2025-05-02T19:29:32Z
loan_0000061,cust_014501,DE-HH,35399,42,438,medium,passport,verified,approved,2025-05-11T08:34:45Z
loan_0000061,cust_014501,DE-HH,35399,42,438,medium,utility_bill,verified,approved,2025-05-11T08:34:45Z
loan_0000062,cust_029702,DE-RP,37318,24,706,high,employment_contract,verified,rejected,2025-05-28T11:24:16Z
loan_0000062,cust_029702,DE-RP,37318,24,706,high,income_statement,pending,rejected,2025-05-28T11:24:16Z
loan_0000063,cust_039923,DE-BY,51497,60,505,medium,passport,rejected,rejected,2025-05-17T07:04:35Z
loan_0000063,cust_039923,DE-BY,51497,60,505,medium,income_statement,rejected,rejected,2025-05-17T07:04:35Z
loan_0000064,cust_018424,DE-BY,30016,30,398,low,utility_bill,rejected,approved,2025-05-15T15:41:25Z
loan_0000064,cust_018424,DE-BY,30016,30,398,low,income_statement,rejected,approved,2025-05-15T15:41:25Z
loan_0000065,cust_097867,DE-SN,91066,30,819,medium,income_statement,rejected,approved,2025-05-31T01:50:39Z
loan_0000065,cust_097867,DE-SN,91066,30,819,medium,passport,rejected,approved,2025-05-31T01:50:39Z
loan_0000066,cust_019506,DE-NW,59468,30,813,high,employment_contract,verified,approved,2025-05-12T01:14:24Z
loan_0000066,cust_019506,DE-NW,59468,30,813,high,income_statement,rejected,approved,2025-05-12T01:14:24Z
loan_0000067,cust_058567,DE-BY,98022,24,738,medium,passport,pending,manual_review,2025-05-17T04:02:20Z
loan_0000067,cust_058567,DE-BY,98022,24,738,medium,employment_contract,verified,manual_review,2025-05-17T04:02:20Z
loan_0000068,cust_068151,DE-BW,98147,12,520,medium,utility_bill,verified,approved,2025-05-03T19:39:48Z
loan_0000068,cust_068151,DE-BW,98147,12,520,medium,income_statement,rejected,approved,2025-05-03T19:39:48Z
loan_0000069,cust_025196,DE-BE,49910,48,632,medium,utility_bill,rejected,rejected,2025-05-08T22:34:08Z
loan_0000069,cust_025196,DE-BE,49910,48,632,medium,passport,rejected,rejected,2025-05-08T22:34:08Z
loan_0000070,cust_077145,DE-BW,40992,12,833,medium,utility_bill,verified,manual_review,2025-05-02T19:37:12Z
loan_0000070,cust_077145,DE-BW,40992,12,833,medium,income_statement,verified,manual_review,2025-05-02T19:37:12Z
loan_0000071,cust_064299,DE-RP,18416,36,645,low,passport,pending,manual_review,2025-05-26T05:56:35Z
loan_0000071,cust_064299,DE-RP,18416,36,645,low,income_statement,rejected,manual_review,2025-05-26T05:56:35Z
loan_0000072,cust_054044,DE-NW,72315,54,496,low,utility_bill,pending,approved,2025-05-17T15:13:23Z
loan_0000072,cust_054044,DE-NW,72315,54,496,low,utility_bill,verified,approved,2025-05-17T15:13:23Z
loan_0000073,cust_014811,DE-HE,32937,48,345,medium,income_statement,pending,approved,2025-05-13T16:51:32Z
loan_0000073,cust_014811,DE-HE,32937,48,345,medium,passport,pending,approved,2025-05-13T16:51:32Z
loan_0040040,cust_098126,DE-SN,87365,6,719,low,income_statement,rejected,approved,2025-05-06T15:48:48Z
loan_0040040,cust_098126,DE-SN,87365,6,719,low,employment_contract,pending,approved,2025-05-06T15:48:48Z
loan_0040041,cust_086007,DE-BW,24491,42,677,low,employment_contract,pending,rejected,2025-05-16T13:05:05Z
loan_0040041,cust_086007,DE-BW,24491,42,677,low,employment_contract,verified,rejected,2025-05-16T13:05:05Z
loan_0040042,cust_030555,DE-BY,10948,48,547,low,passport,pending,manual_review,2025-05-25T09:18:00Z
loan_0040042,cust_030555,DE-BY,10948,48,547,low,passport,rejected,manual_review,2025-05-25T09:18:00Z
loan_0040043,cust_066887,DE-BW,19308,36,775,high,utility_bill,rejected,rejected,2025-05-17T14:46:01Z
loan_0040043,cust_066887,DE-BW,19308,36,775,high,passport,pending,rejected,2025-05-17T14:46:01Z
loan_0000074,cust_090446,DE-RP,18326,54,302,high,utility_bill,pending,approved,2025-05-03T03:13:59Z
loan_0000074,cust_090446,DE-RP,18326,54,302,high,income_statement,pending,approved,2025-05-03T03:13:59Z
loan_0040044,cust_057817,DE-BW,69246,60,561,low,income_statement,verified,rejected,2025-05-03T06:57:58Z
loan_0040044,cust_057817,DE-BW,69246,60,561,low,passport,verified,rejected,2025-05-03T06:57:58Z
loan_0000075,cust_083991,DE-HH,87192,36,757,medium,utility_bill,verified,manual_review,2025-05-17T06:14:06Z
loan_0000075,cust_083991,DE-HH,87192,36,757,medium,income_statement,pending,manual_review,2025-05-17T06:14:06Z
loan_0040045,cust_099809,DE-RP,95692,42,487,high,income_statement,pending,approved,2025-05-13T20:00:06Z
loan_0040045,cust_099809,DE-RP,95692,42,487,high,employment_contract,verified,approved,2025-05-13T20:00:06Z
loan_0000076,cust_018566,DE-HE,16237,24,743,low,utility_bill,verified,approved,2025-05-21T11:24:56Z
loan_0000076,cust_018566,DE-HE,16237,24,743,low,passport,verified,approved,2025-05-21T11:24:56Z
loan_0040046,cust_030022,DE-RP,65602,24,456,high,employment_contract,pending,manual_review,2025-05-13T18:38:13Z
loan_0040046,cust_030022,DE-RP,65602,24,456,high,income_statement,pending,manual_review,2025-05-13T18:38:13Z
loan_0000077,cust_031759,DE-HE,57456,48,418,low,income_statement,pending,approved,2025-05-30T19:49:00Z
