application_id,customer_id,region,loan_amount,loan_term_months,scoring_score,scoring_risk_level,document_type,document_status,decision_status,submitted_at
loan_0018977,cust_002368,DE-BY,58858,12,601,low,utility_bill,pending,approved,2025-05-29T10:33:30Z
loan_0018978,cust_025911,DE-HE,97136,6,336,low,employment_contract,pending,manual_review,2025-05-21T06:26:15Z
loan_0018978,cust_025911,DE-HE,97136,6,336,low,income_statement,verified,manual_review,2025-05-21T06:26:15Z
loan_0018979,cust_072697,DE-HE,63166,48,541,high,employment_contract,verified,approved,2025-05-22T23:56:52Z
loan_0018979,cust_072697,DE-HE,63166,48,541,high,utility_bill,pending,approved,2025-05-22T23:56:52Z
loan_0018980,cust_052416,DE-SN,46270,6,647,low,income_statement,rejected,rejected,2025-05-02T08:57:06Z
loan_0018980,cust_052416,DE-SN,46270,6,647,low,passport,rejected,rejected,2025-05-02T08:57:06Z
loan_0018981,cust_033540,DE-HH,94990,12,574,medium,passport,rejected,rejected,2025-05-02T02:46:07Z
loan_0018981,cust_033540,DE-HH,94990,12,574,medium,income_statement,rejected,rejected,2025-05-02T02:46:07Z
loan_0018982,cust_037476,DE-HE,6625,24,754,medium,utility_bill,verified,manual_review,2025-05-25T05:44:33Z
loan_0018982,cust_037476,DE-HE,6625,24,754,medium,income_statement,verified,manual_review,2025-05-25T05:44:33Z
loan_0018983,cust_034477,DE-SN,71957,12,513,low,employment_contract,pending,rejected,2025-05-08T10:52:08Z
loan_0018983,cust_034477,DE-SN,71957,12,513,low,income_statement,pending,rejected,2025-05-08T10:52:08Z
loan_0018984,cust_095289,DE-RP,84353,30,838,low,passport,pending,manual_review,2025-05-30T03:30:06Z
loan_0018984,cust_095289,DE-RP,84353,30,838,low,income_statement,pending,manual_review,2025-05-30T03:30:06Z
loan_0018985,cust_038393,DE-HE,74375,60,817,low,employment_contract,pending,rejected,2025-05-14T05:10:55Z
loan_0018985,cust_038393,DE-HE,74375,60,817,low,employment_contract,rejected,rejected,2025-05-14T05:10:55Z
loan_0018986,cust_054391,DE-BE,39995,42,736,high,employment_contract,pending,rejected,2025-05-22T01:00:58Z
loan_0018986,cust_054391,DE-BE,39995,42,736,high,utility_bill,rejected,rejected,2025-05-22T01:00:58Z
loan_0018987,cust_039685,DE-NW,84378,54,788,low,employment_contract,verified,manual_review,2025-05-14T19:46:26Z
loan_0018987,cust_039685,DE-NW,84378,54,788,low,utility_bill,verified,manual_review,2025-05-14T19:46:26Z
loan_0018988,cust_094252,DE-BW,77366,60,699,high,passport,verified,approved,2025-05-17T12:09:36Z
loan_0018988,cust_094252,DE-BW,77366,60,699,high,utility_bill,rejected,approved,2025-05-17T12:09:36Z
loan_0018989,cust_001163,DE-HH,20613,6,774,medium,utility_bill,pending,manual_review,2025-05-07T01:32:23Z
loan_0018989,cust_001163,DE-HH,20613,6,774,medium,utility_bill,verified,manual_review,2025-05-07T01:32:23Z
loan_0018990,cust_079744,DE-HE,8186,30,326,medium,income_statement,verified,rejected,2025-05-26T23:28:45Z
loan_0018990,cust_079744,DE-HE,8186,30,326,medium,passport,pending,rejected,2025-05-26T23:28:45Z
loan_0018991,cust_002113,DE-BY,51836,60,398,low,passport,rejected,approved,2025-05-23T07:34:29Z
loan_0018991,cust_002113,DE-BY,51836,60,398,low,employment_contract,verified,approved,2025-05-23T07:34:29Z
loan_0018992,cust_049360,DE-HE,58567,48,828,medium,passport,pending,rejected,2025-05-14T09:15:54Z
loan_0018992,cust_049360,DE-HE,58567,48,828,medium,utility_bill,rejected,rejected,2025-05-14T09:15:54Z
loan_0018993,cust_035567,DE-BE,23660,36,611,medium,income_statement,verified,manual_review,2025-05-15T18:32:33Z
loan_0018993,cust_035567,DE-BE,23660,36,611,medium,employment_contract,pending,manual_review,2025-05-15T18:32:33Z
loan_0018994,cust_019039,DE-HE,21591,30,509,high,passport,rejected,rejected,2025-05-24T22:52:36Z
loan_0018994,cust_019039,DE-HE,21591,30,509,high,employment_contract,verified,rejected,2025-05-24T22:52:36Z
loan_0018995,cust_090484,DE-BY,33281,6,418,low,income_statement,rejected,approved,2025-05-20T08:49:00Z
loan_0018995,cust_090484,DE-BY,33281,6,418,low,passport,verified,approved,2025-05-20T08:49:00Z
loan_0018996,cust_049963,DE-HH,5016,6,768,high,passport,rejected,approved,2025-05-07T04:30:05Z
loan_0018996,cust_049963,DE-HH,5016,6,768,high,passport,pending,approved,2025-05-07T04:30:05Z
loan_0018997,cust_086957,DE-BE,55700,42,495,low,employment_contract,pending,approved,2025-05-28T22:56:46Z
loan_0018997,cust_086957,DE-BE,55700,42,495,low,employment_contract,verified,approved,2025-05-28T22:56:46Z
loan_0018998,cust_035721,DE-SN,64718,12,735,low,utility_bill,pending,manual_review,2025-05-12T11:36:56Z
loan_0018998,cust_035721,DE-SN,64718,12,735,low,utility_bill,pending,manual_review,2025-05-12T11:36:56Z
loan_0018999,cust_047992,DE-BW,86189,18,459,high,passport,verified,rejected,2025-05-03T10:06:55Z
loan_0018999,cust_047992,DE-BW,86189,18,459,high,employment_contract,verified,rejected,2025-05-03T10:06:55Z
loan_0019000,cust_034543,DE-BE,60081,24,450,high,employment_contract,rejected,manual_review,2025-05-10T02:06:33Z
loan_0019000,cust_034543,DE-BE,60081,24,450,high,employment_contract,verified,manual_review,2025-05-10T02:06:33Z
loan_0019001,cust_078631,DE-HH,72977,18,743,high,utility_bill,rejected,approved,2025-05-24T11:18:14Z
loan_0019001,cust_078631,DE-HH,72977,18,743,high,income_statement,verified,approved,2025-05-24T11:18:14Z
loan_0019002,cust_020186,DE-BY,23583,12,572,medium,income_statement,pending,manual_review,2025-05-29T00:23:07Z
loan_0019002,cust_020186,DE-BY,23583,12,572,medium,utility_bill,rejected,manual_review,2025-05-29T00:23:07Z
loan_0019003,cust_017162,DE-SN,38440,48,386,high,employment_contract,rejected,rejected,2025-05-09T12:29:16Z
loan_0019003,cust_017162,DE-SN,38440,48,386,high,passport,verified,rejected,2025-05-09T12:29:16Z
loan_0019004,cust_019677,DE-HH,97494,42,404,low,passport,pending,approved,2025-05-26T05:17:47Z
loan_0019004,cust_019677,DE-HH,97494,42,404,low,income_statement,rejected,approved,2025-05-26T05:17:47Z
loan_0019005,cust_007232,DE-BW,33433,6,535,medium,utility_bill,pending,approved,2025-05-26T04:06:14Z
loan_0019005,cust_007232,DE-BW,33433,6,535,medium,employment_contract,pending,approved,2025-05-26T04:06:14Z
loan_0019006,cust_089415,DE-BY,27256,24,379,high,utility_bill,verified,approved,2025-05-28T18:41:54Z
loan_0019006,cust_089415,DE-BY,27256,24,379,high,passport,verified,approved,2025-05-28T18:41:54Z
loan_0019007,cust_075222,DE-HH,56979,42,534,low,income_statement,rejected,approved,2025-05-21T15:30:49Z
loan_0019007,cust_075222,DE-HH,56979,42,534,low,passport,rejected,approved,2025-05-21T15:30:49Z
loan_0019008,cust_082941,DE-RP,65901,48,413,medium,employment_contract,rejected,approved,2025-05-13T21:41:45Z
loan_0019008,cust_082941,DE-RP,65901,48,413,medium,passport,verified,approved,2025-05-13T21:41:45Z
loan_0019009,cust_064696,DE-BY,40234,18,791,high,utility_bill,rejected,approved,2025-05-20T20:41:59Z
loan_0019009,cust_064696,DE-BY,40234,18,791,high,employment_contract,verified,approved,2025-05-20T20:41:59Z
loan_0019010,cust_099559,DE-RP,13593,48,484,medium,utility_bill,pending,approved,2025-05-05T05:21:52Z
loan_0019010,cust_099559,DE-RP,13593,48,484,medium,passport,pending,approved,2025-05-05T05:21:52Z
loan_0019011,cust_036567,DE-HE,15155,42,800,low,income_statement,pending,manual_review,2025-05-15T04:22:11Z
loan_0019011,cust_036567,DE-HE,15155,42,800,low,employment_contract,rejected,manual_review,2025-05-15T04:22:11Z
loan_0019012,cust_057255,DE-BW,16000,36,668,low,passport,pending,manual_review,2025-05-30T19:20:53Z
loan_0019012,cust_057255,DE-BW,16000,36,668,low,utility_bill,pending,manual_review,2025-05-30T19:20:53Z
loan_0019013,cust_001067,DE-SN,81710,6,824,high,employment_contract,verified,manual_review,2025-05-22T07:49:56Z
loan_0019013,cust_001067,DE-SN,81710,6,824,high,income_statement,verified,manual_review,2025-05-22T07:49:56Z
loan_0019014,cust_020176,DE-SN,92597,12,438,medium,passport,rejected,approved,2025-05-18T16:32:58Z
loan_0019014,cust_020176,DE-SN,92597,12,438,medium,passport,rejected,approved,2025-05-18T16:32:58Z
loan_0019015,cust_010213,DE-RP,20187,54,613,medium,employment_contract,pending,approved,2025-05-16T07:21:35Z
loan_0019015,cust_010213,DE-RP,20187,54,613,medium,passport,rejected,approved,2025-05-16T07:21:35Z
loan_0019016,cust_060574,DE-RP,57532,24,740,high,utility_bill,rejected,rejected,2025-05-11T21:51:03Z
loan_0019016,cust_060574,DE-RP,57532,24,740,high,passport,verified,rejected,2025-05-11T21:51:03Z
loan_0019017,cust_011727,DE-BE,33710,18,640,high,employment_contract,verified,manual_review,2025-05-06T18:32:25Z
loan_0019017,cust_011727,DE-BE,33710,18,640,high,employment_contract,rejected,manual_review,2025-05-06T18:32:25Z
loan_0019018,cust_098391,DE-SN,99037,54,383,high,employment_contract,pending,approved,2025-05-23T21:48:23Z
loan_0019018,cust_098391,DE-SN,99037,54,383,high,utility_bill,pending,approved,2025-05-23T21:48:23Z
loan_0019019,cust_081927,DE-SN,58456,54,662,high,employment_contract,verified,approved,2025-05-08T10:11:34Z
loan_0019019,cust_081927,DE-SN,58456,54,662,high,employment_contract,verified,approved,2025-05-08T10:11:34Z
loan_0019020,cust_038965,DE-HE,15971,60,671,high,employment_contract,verified,approved,2025-05-22T20:25:03Z
loan_0019020,cust_038965,DE-HE,15971,60,671,high,income_statement,pending,approved,2025-05-22T20:25:03Z
loan_0019021,cust_046535,DE-BY,42247,48,408,high,employment_contract,pending,manual_review,2025-05-13T08:38:14Z
loan_0019021,cust_046535,DE-BY,42247,48,408,high,passport,rejected,manual_review,2025-05-13T08:38:14Z
loan_0019022,cust_061688,DE-NW,38154,6,423,high,utility_bill,rejected,rejected,2025-05-03T13:33:58Z
loan_0019022,cust_061688,DE-NW,38154,6,423,high,utility_bill,verified,rejected,2025-05-03T13:33:58Z
loan_0019023,cust_000743,DE-RP,69670,54,426,medium,income_statement,rejected,rejected,2025-05-07T03:20:42Z
loan_0019023,cust_000743,DE-RP,69670,54,426,medium,passport,verified,rejected,2025-05-07T03:20:42Z
loan_0019024,cust_037092,DE-RP,55545,60,633,medium,employment_contract,pending,rejected,2025-05-07T00:48:31Z
loan_0019024,cust_037092,DE-RP,55545,60,633,medium,employment_contract,rejected,rejected,2025-05-07T00:48:31Z
loan_0019025,cust_055771,DE-NW,56437,18,469,low,employment_contract,pending,approved,2025-05-08T01:32:47Z
loan_0019025,cust_055771,DE-NW,56437,18,469,low,employment_contract,pending,approved,2025-05-08T01:32:47Z
loan_0019026,cust_073218,DE-BY,82085,48,380,medium,employment_contract,verified,approved,2025-05-24T13:18:36Z
loan_0019026,cust_073218,DE-BY,82085,48,380,medium,passport,verified,approved,2025-05-24T13:18:36Z
loan_0019027,cust_091960,DE-HE,5578,42,321,low,passport,verified,rejected,2025-05-09T13:14:06Z
loan_0019027,cust_091960,DE-HE,5578,42,321,low,income_statement,pending,rejected,2025-05-09T13:14:06Z
loan_0019028,cust_025036,DE-BE,46365,48,790,medium,utility_bill,verified,manual_review,2025-05-07T03:17:28Z
loan_0019028,cust_025036,DE-BE,46365,48,790,medium,income_statement,rejected,manual_review,2025-05-07T03:17:28Z
loan_0019029,cust_079636,DE-BW,70346,24,823,medium,income_statement,verified,manual_review,2025-05-22T17:04:26Z
loan_0019029,cust_079636,DE-BW,70346,24,823,medium,utility_bill,pending,manual_review,2025-05-22T17:04:26Z
loan_0019030,cust_095735,DE-SN,32020,36,671,medium,income_statement,verified,manual_review,2025-05-18T01:21:16Z
loan_0019030,cust_095735,DE-SN,32020,36,671,medium,passport,pending,manual_review,2025-05-18T01:21:16Z
loan_0019031,cust_041763,DE-BY,53798,36,768,medium,utility_bill,pending,rejected,2025-05-11T19:19:08Z
loan_0019031,cust_041763,DE-BY,53798,36,768,medium,income_statement,rejected,rejected,2025-05-11T19:19:08Z
loan_0019032,cust_083915,DE-HH,45976,6,356,medium,passport,verified,manual_review,2025-05-09T06:41:29Z
loan_0019032,cust_083915,DE-HH,45976,6,356,medium,passport,verified,manual_review,2025-05-09T06:41:29Z
loan_0019033,cust_034576,DE-SN,45269,54,544,low,employment_contract,verified,manual_review,2025-05-12T16:32:48Z
loan_0019033,cust_034576,DE-SN,45269,54,544,low,income_statement,pending,manual_review,2025-05-12T16:32:48Z
loan_0019034,cust_016076,DE-SN,58273,54,841,medium,income_statement,rejected,rejected,2025-05-22T07:15:48Z
loan_0019034,cust_016076,DE-SN,58273,54,841,medium,passport,verified,rejected,2025-05-22T07:15:48Z
loan_0019035,cust_045672,DE-NW,86270,24,558,high,passport,pending,manual_review,2025-05-26T03:26:16Z
loan_0019035,cust_045672,DE-NW,86270,24,558,high,employment_contract,rejected,manual_review,2025-05-26T03:26:16Z
loan_0019036,cust_042413,DE-BE,63715,60,840,medium,employment_contract,verified,rejected,2025-05-23T23:04:24Z
loan_0019036,cust_042413,DE-BE,63715,60,840,medium,passport,rejected,rejected,2025-05-23T23:04:24Z
loan_0019037,cust_030978,DE-HH,29768,54,635,medium,utility_bill,pending,rejected,2025-05-25T15:20:55Z
loan_0019037,cust_030978,DE-HH,29768,54,635,medium,employment_contract,rejected,rejected,2025-05-25T15:20:55Z
loan_0019038,cust_073896,DE-NW,67608,30,683,low,utility_bill,verified,manual_review,2025-05-21T20:23:55Z
loan_0019038,cust_073896,DE-NW,67608,30,683,low,income_statement,verified,manual_review,2025-05-21T20:23:55Z
loan_0019039,cust_040654,DE-BY,96664,18,403,low,utility_bill,rejected,manual_review,2025-05-14T13:37:45Z
loan_0019039,cust_040654,DE-BY,96664,18,403,low,utility_bill,pending,manual_review,2025-05-14T13:37:45Z
loan_0019040,cust_005667,DE-HH,50617,36,647,medium,passport,rejected,approved,2025-05-26T00:23:57Z
loan_0019040,cust_005667,DE-HH,50617,36,647,medium,passport,pending,approved,2025-05-26T00:23:57Z
loan_0019041,cust_027514,DE-BE,61479,18,445,medium,utility_bill,verified,rejected,2025-05-15T05:30:40Z
loan_0019041,cust_027514,DE-BE,61479,18,445,medium,passport,verified,rejected,2025-05-15T05:30:40Z
loan_0019042,cust_033271,DE-RP,46745,12,360,low,employment_contract,verified,approved,2025-05-25T09:58:13Z
loan_0019042,cust_033271,DE-RP,46745,12,360,low,income_statement,rejected,approved,2025-05-25T09:58:13Z
loan_0019043,cust_073672,DE-BE,32442,42,583,high,employment_contract,rejected,rejected,2025-05-18T10:08:35Z
loan_0019043,cust_073672,DE-BE,32442,42,583,high,income_statement,pending,rejected,2025-05-18T10:08:35Z
loan_0019044,cust_043092,DE-HE,58921,24,585,medium,passport,pending,rejected,2025-05-30T03:27:36Z
loan_0019044,cust_043092,DE-HE,58921,24,585,medium,income_statement,rejected,rejected,2025-05-30T03:27:36Z
loan_0019045,cust_007051,DE-SN,13186,48,791,medium,utility_bill,pending,approved,2025-05-06T01:39:21Z
loan_0019045,cust_007051,DE-SN,13186,48,791,medium,passport,rejected,approved,2025-05-06T01:39:21Z
loan_0019046,cust_056001,DE-HH,66643,12,825,medium,employment_contract,verified,manual_review,2025-05-20T20:57:18Z
loan_0019046,cust_056001,DE-HH,66643,12,825,medium,income_statement,pending,manual_review,2025-05-20T20:57:18Z
loan_0019047,cust_014363,DE-SN,27375,36,702,low,income_statement,pending,approved,2025-05-04T13:18:38Z
loan_0019047,cust_014363,DE-SN,27375,36,702,low,income_statement,rejected,approved,2025-05-04T13:18:38Z
loan_0019048,cust_086319,DE-SN,12681,60,484,medium,income_statement,rejected,rejected,2025-05-21T12:02:06Z
loan_0019048,cust_086319,DE-SN,12681,60,484,medium,employment_contract,rejected,rejected,2025-05-21T12:02:06Z
loan_0019049,cust_015974,DE-HH,26532,60,630,low,employment_contract,verified,manual_review,2025-05-05T23:59:23Z
loan_0019049,cust_015974,DE-HH,26532,60,630,low,income_statement,pending,manual_review,2025-05-05T23:59:23Z
loan_0019050,cust_033416,DE-SN,13431,48,358,medium,employment_contract,rejected,approved,2025-05-21T13:44:09Z
loan_0019050,cust_033416,DE-SN,13431,48,358,medium,passport,verified,approved,2025-05-21T13:44:09Z
loan_0019051,cust_080068,DE-HH,69349,30,346,medium,utility_bill,verified,manual_review,2025-05-26T14:54:45Z
loan_0019051,cust_080068,DE-HH,69349,30,346,medium,income_statement,pending,manual_review,2025-05-26T14:54:45Z
loan_0019052,cust_089536,DE-RP,39434,60,429,low,passport,rejected,manual_review,2025-05-09T17:13:05Z
loan_0019052,cust_089536,DE-RP,39434,60,429,low,income_statement,rejected,manual_review,2025-05-09T17:13:05Z
loan_0019053,cust_001313,DE-RP,15934,18,654,high,passport,verified,approved,2025-05-25T15:31:11Z
loan_0019053,cust_001313,DE-RP,15934,18,654,high,passport,verified,approved,2025-05-25T15:31:11Z
loan_0019054,cust_078298,DE-HE,67940,60,655,low,utility_bill,rejected,approved,2025-05-18T00:56:18Z
loan_0019054,cust_078298,DE-HE,67940,60,655,low,income_statement,pending,approved,2025-05-18T00:56:18Z
loan_0019055,cust_061501,DE-BE,71991,42,605,medium,income_statement,pending,approved,2025-05-19T05:11:25Z
loan_0019055,cust_061501,DE-BE,71991,42,605,medium,passport,rejected,approved,2025-05-19T05:11:25Z
loan_0019056,cust_076866,DE-BW,8149,6,411,medium,employment_contract,rejected,rejected,2025-05-10T14:15:07Z
loan_0019056,cust_076866,DE-BW,8149,6,411,medium,passport,rejected,rejected,2025-05-10T14:15:07Z
loan_0019057,cust_022930,DE-SN,60187,12,655,medium,passport,verified,approved,2025-05-21T06:02:28Z
loan_0019057,cust_022930,DE-SN,60187,12,655,medium,income_statement,rejected,approved,2025-05-21T06:02:28Z
loan_0019058,cust_094177,DE-HH,45721,24,739,medium,employment_contract,pending,manual_review,2025-05-11T22:22:25Z
loan_0019058,cust_094177,DE-HH,45721,24,739,medium,passport,verified,manual_review,2025-05-11T22:22:25Z
loan_0019059,cust_081012,DE-BW,21455,48,345,high,utility_bill,pending,approved,2025-05-12T00:28:04Z
loan_0019059,cust_081012,DE-BW,21455,48,345,high,income_statement,verified,approved,2025-05-12T00:28:04Z
loan_0019060,cust_005721,DE-NW,96511,42,324,medium,income_statement,pending,rejected,2025-05-17T11:47:07Z
loan_0019060,cust_005721,DE-NW,96511,42,324,medium,passport,rejected,rejected,2025-05-17T11:47:07Z
loan_0019061,cust_056793,DE-BE,80642,24,833,medium,income_statement,rejected,manual_review,2025-05-11T20:29:59Z
loan_0019061,cust_056793,DE-BE,80642,24,833,medium,income_statement,rejected,manual_review,2025-05-11T20:29:59Z
loan_0019062,cust_096276,DE-BY,74445,42,633,medium,utility_bill,verified,approved,2025-05-25T17:45:15Z
loan_0019062,cust_096276,DE-BY,74445,42,633,medium,passport,pending,approved,2025-05-25T17:45:15Z
loan_0019063,cust_070081,DE-RP,18050,6,307,low,income_statement,verified,approved,2025-05-03T20:05:51Z
loan_0019063,cust_070081,DE-RP,18050,6,307,low,income_statement,pending,approved,2025-05-03T20:05:51Z
loan_0019064,cust_025359,DE-NW,48783,12,809,low,income_statement,pending,approved,2025-05-11T17:02:56Z
loan_0019064,cust_025359,DE-NW,48783,12,809,low,utility_bill,pending,approved,2025-05-11T17:02:56Z
loan_0019065,cust_071599,DE-RP,63046,30,586,high,passport,rejected,manual_review,2025-05-27T18:30:57Z
loan_0019065,cust_071599,DE-RP,63046,30,586,high,income_statement,pending,manual_review,2025-05-27T18:30:57Z
loan_0019066,cust_039626,DE-BY,10170,48,436,medium,passport,verified,rejected,2025-05-11T09:20:30Z
loan_0019066,cust_039626,DE-BY,10170,48,436,medium,utility_bill,rejected,rejected,2025-05-11T09:20:30Z
loan_0019067,cust_010925,DE-BW,9264,12,780,medium,employment_contract,verified,rejected,2025-05-06T00:24:58Z
loan_0019067,cust_010925,DE-BW,9264,12,780,medium,employment_contract,verified,rejected,2025-05-06T00:24:58Z
loan_0019068,cust_036579,DE-BW,60759,60,330,medium,income_statement,rejected,approved,2025-05-09T13:03:41Z
loan_0019068,cust_036579,DE-BW,60759,60,330,medium,employment_contract,pending,approved,2025-05-09T13:03:41Z
loan_0019069,cust_045355,DE-BY,89612,54,784,medium,income_statement,verified,rejected,2025-05-13T00:15:51Z
loan_0019069,cust_045355,DE-BY,89612,54,784,medium,passport,pending,rejected,2025-05-13T00:15:51Z
loan_0019070,cust_019201,DE-HH,52452,30,692,high,passport,pending,rejected,2025-05-28T10:14:57Z
loan_0019070,cust_019201,DE-HH,52452,30,692,high,income_statement,pending,rejected,2025-05-28T10:14:57Z
loan_0019071,cust_079863,DE-RP,65099,24,454,medium,employment_contract,pending,approved,2025-05-21T11:40:13Z
loan_0019071,cust_079863,DE-RP,65099,24,454,medium,income_statement,pending,approved,2025-05-21T11:40:13Z
loan_0019072,cust_024568,DE-HE,15312,54,448,high,passport,verified,manual_review,2025-05-20T09:01:28Z
loan_0019072,cust_024568,DE-HE,15312,54,448,high,passport,verified,manual_review,2025-05-20T09:01:28Z
loan_0019073,cust_069729,DE-NW,73409,12,470,high,employment_contract,verified,manual_review,2025-05-17T04:36:59Z
loan_0019073,cust_069729,DE-NW,73409,12,470,high,employment_contract,rejected,manual_review,2025-05-17T04:36:59Z
loan_0019074,cust_052626,DE-BY,28189,12,374,low,utility_bill,rejected,rejected,2025-05-12T02:33:27Z
loan_0019074,cust_052626,DE-BY,28189,12,374,low,employment_contract,verified,rejected,2025-05-12T02:33:27Z
loan_0019075,cust_064456,DE-BW,33642,36,347,high,utility_bill,verified,manual_review,2025-05-09T01:30:18Z
loan_0019075,cust_064456,DE-BW,33642,36,347,high,utility_bill,rejected,manual_review,2025-05-09T01:30:18Z
loan_0019076,cust_012402,DE-RP,74834,6,709,medium,income_statement,rejected,rejected,2025-05-25T13:54:11Z
loan_0019076,cust_012402,DE-RP,74834,6,709,medium,income_statement,verified,rejected,2025-05-25T13:54:11Z
loan_0019077,cust_014204,DE-RP,21127,60,363,medium,passport,pending,approved,2025-05-24T02:14:38Z
loan_0019077,cust_014204,DE-RP,21127,60,363,medium,passport,pending,approved,2025-05-24T02:14:38Z
loan_0019078,cust_042442,DE-BW,48330,60,490,high,utility_bill,pending,rejected,2025-05-30T04:21:21Z
loan_0019078,cust_042442,DE-BW,48330,60,490,high,employment_contract,verified,rejected,2025-05-30T04:21:21Z
loan_0019079,cust_051478,DE-HH,8127,42,627,medium,passport,pending,approved,2025-05-12T04:02:28Z
loan_0019079,cust_051478,DE-HH,8127,42,627,medium,employment_contract,rejected,approved,2025-05-12T04:02:28Z
loan_0019080,cust_000771,DE-BY,32559,36,382,medium,income_statement,pending,manual_review,2025-05-10T19:58:59Z
loan_0019080,cust_000771,DE-BY,32559,36,382,medium,income_statement,verified,manual_review,2025-05-10T19:58:59Z
loan_0019081,cust_070810,DE-BY,74239,6,584,high,employment_contract,pending,rejected,2025-05-17T11:59:00Z
loan_0019081,cust_070810,DE-BY,74239,6,584,high,passport,pending,rejected,2025-05-17T11:59:00Z
loan_0019082,cust_086085,DE-BE,37516,60,485,medium,passport,pending,approved,2025-05-27T13:35:00Z
loan_0019082,cust_086085,DE-BE,37516,60,485,medium,income_statement,pending,approved,2025-05-27T13:35:00Z
loan_0019083,cust_007936,DE-SN,89201,30,661,medium,passport,pending,approved,2025-05-31T01:37:24Z
loan_0019083,cust_007936,DE-SN,89201,30,661,medium,utility_bill,rejected,approved,2025-05-31T01:37:24Z
loan_0019084,cust_016028,DE-BY,31689,36,355,medium,income_statement,pending,manual_review,2025-05-11T10:57:31Z
loan_0019084,cust_016028,DE-BY,31689,36,355,medium,income_statement,rejected,manual_review,2025-05-11T10:57:31Z
loan_0019085,cust_008019,DE-BW,18385,36,522,medium,employment_contract,verified,manual_review,2025-05-12T00:29:33Z
loan_0019085,cust_008019,DE-BW,18385,36,522,medium,income_statement,verified,manual_review,2025-05-12T00:29:33Z
loan_0019086,cust_099732,DE-RP,8058,12,537,low,employment_contract,pending,approved,2025-05-15T16:39:34Z
loan_0019086,cust_099732,DE-RP,8058,12,537,low,utility_bill,verified,approved,2025-05-15T16:39:34Z
loan_0019087,cust_068586,DE-BE,60841,60,470,high,employment_contract,verified,rejected,2025-05-13T17:56:12Z
loan_0019087,cust_068586,DE-BE,60841,60,470,high,utility_bill,rejected,rejected,2025-05-13T17:56:12Z
loan_0019088,cust_081763,DE-BW,59034,60,603,low,utility_bill,pending,rejected,2025-05-02T09:08:17Z
loan_0019088,cust_081763,DE-BW,59034,60,603,low,employment_contract,verified,rejected,2025-05-02T09:08:17Z
loan_0019089,cust_086485,DE-SN,95785,12,645,low,income_statement,verified,manual_review,2025-05-28T14:08:05Z
